productCode,productName,nonNabhNablRate,nabhNablRate,state
916,Excision of Lobe (Frontal Temporal Cerebellum etc.),41000,47150,DELHI
917,Excision of Brain Tumours -Supratentorial,39123,44991,DELHI
918,Excision of Brain Tumours -Infratentorial,45000,51750,DELHI
919,Surgery of spinal Cord Tumours,45000,51750,DELHI
920,"Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate Code 938 for approved rate)",See code 938,See code 938,DELHI
921,Twist Drill Craniostomy,4250,5000,DELHI
922,Subdural Tapping,2456,2824,DELHI
923,Ventricular Tapping,2967,3412,DELHI
924,Abscess Tapping,2875,3306,DELHI
925,Placement of Intracranial pressure (ICP) Monitor,2875,3306,DELHI
926,Skull Traction Application,2300,2645,DELHI
927,Lumbar Pressure Monitoring,4250,5000,DELHI
928,Vascular Malformations,22000,25300,DELHI
929,Meningo Encephalocoele excision and repair,15000,17250,DELHI
930,Meningomyelocoele Repair,24995,28744,DELHI
931,CSF Rhinorrhoea Repair,28750,33063,DELHI
932,Cranioplasty,24150,27773,DELHI
933,Anterior Cervical Discectomy,16600,19090,DELHI
934,Brachial Plexus Exploration and neurotization,15525,17854,DELHI
935,Median Nerve Decompression,14000,16100,DELHI
936,Peripheral Nerve Surgery – Major,17250,19838,DELHI
937,Peripheral Nerve Surgery Minor,8280,9522,DELHI
938,Ventriculoatrial /Ventriculoperitoneal Shunt,11615,13357,DELHI
939,Nerve Biopsy,6900,7935,DELHI
940,Brain Biopsy,5808,6679,DELHI
941,Anterior Cervical Spine Surgery with fusion,32200,37030,DELHI
942,Anterio Lateral Decompression of spine,28750,33063,DELHI
943,Brain Mapping,837,963,DELHI
944,Cervical or Dorsal or Lumbar Laminectomy,23000,26450,DELHI
945,"Combined Trans-oral Surgery & Craniovertebral (CV) Junction Fusion",34500,39675,DELHI
946,Craniovertebral Junction (CVJ) Fusion procedures,30000,34500,DELHI
947,Depressed Fracture Elevation,25000,28750,DELHI
948,Lumbar Discectomy,27600,31740,DELHI
949,Endarterectomy (Carotid),20000,23000,DELHI
950,"Radiofrequency (RF) Lesion for Trigeminal Neuralgia",11500,13225,DELHI
951,Spasticity Surgery -,39675,45626,DELHI
952,Spinal Fusion Procedure,30000,34500,DELHI
953,Spinal Intra Medullary Tumours,34500,39675,DELHI
954,Spinal Bifida Surgery Major,18975,21821,DELHI
955,Spinal Bifida Surgery Minor,15000,17250,DELHI
956,Stereotaxic Procedures- biopsy/aspiration of cyst,23000,26450,DELHI
957,Trans Sphenoidal Surgery,30000,34500,DELHI
958,Trans Oral Surgery,30000,34500,DELHI
959,"Implantation of Deep Brain Stimulation (DBS) -One electrode",34500,39675,DELHI
960,"Implantation of Deep Brain Stimulation (DBS) -two electrodes",40250,46288,DELHI
961,Endoscopic aqueductoplasty,15000,17250,DELHI
962,Facial nerve reconstruction,30000,34500,DELHI
963,Carotid stenting,42263,48602,DELHI
964,Cervical disc arthroplasty,27600,31740,DELHI
965,Lumbar disc arthroplasty,13800,15870,DELHI
966,Corpus callostomy for Epilepsy,35000,40250,DELHI
967,Hemispherotomy for Epilepsy,32200,37030,DELHI
968,Endoscopic CSF rhinorrhoea repair,30000,34500,DELHI
969,Burr hole evacuation of chronic subdural haematoma,24150,27773,DELHI
970,Epilepsy surgery other than at S No. 966 and 967,36225,41659,DELHI
971,"Radiofrequency (RF) lesion for facet joint pain syndrome",17250,19838,DELHI
972,Cervical laminoplasty,32000,36800,DELHI
973,Lateral mass C1-C2 screw fixation,23000,26450,DELHI
974,Microsurgical decompression for Trigeminal nerve,38000,43700,DELHI
975,Microsurgical decompression for hemifacial spasm,4646,5343,DELHI
976,"Extracranial-Intracranial Bypass Procedures (EC-IC) bypass procedures",32000,36800,DELHI
977,Image guided craniotomy,28980,33327,DELHI
978,Baclofen pump implantation,39000,44850,DELHI
979,Programmable Ventriculo-Peritoneal (VP) shunt,25000,28750,DELHI
980,Endoscopic sympathectomy,17107,19673,DELHI
981,Lumbar puncture,207,238,DELHI
982,External ventricular drainage (EVD),4600,5290,DELHI
983,Endoscopic 3rd ventriculostomy,40000,46000,DELHI
984,Endoscopic cranial surgery/Biopsy/aspiration,31536,36266,DELHI
985,"Endoscopic discectomy (Lumbar, Cervical)",35621,40964,DELHI
986,Aneurysm coiling (Endovascular),34400,39560,DELHI
987,Surgery for skull fractures,40000,46000,DELHI
988,Carpel Tunnel decompression,15000,17250,DELHI
989,Clipping of intracranial aneurysm,24150,27773,DELHI
990,"Surgery for intracranial Arteriovenous malformations (AVM)",40000,46000,DELHI
991,"Foramen magnum decompression for Chiari Malformation",93750,107813,DELHI
992,"Dorsal column stimulation for backache in failed back syndrome",28750,33063,DELHI
993,Surgery for recurrent disc prolapse/epidural fibrosis,32200,37030,DELHI
994,Surgery for brain stem tumours,43988,50586,DELHI
995,Decompressive craniotomy for hemispherical acute subdural haematoma/ brain swelling/large infarct,40000,46000,DELHI
996,Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for ischemic stroke ),4600,5290,DELHI
997,Stereotactic aspiration of intracerebral haematoma,32545,37427,DELHI
998,Endoscopic aspiration of intracerebellar haematoma,40000,46000,DELHI
999,"Stereotactic Radiosurgery for brain pathology (X knife/Gamma) - ONE session",27560,31694,DELHI
1000,Stereotactic Radiosurgery for brain pathology (X knife / Gamma knife -Two or more sessions,57500,66125,DELHI
1001,Chemotheraphy wafers for malignant brain tumors,14450,16618,DELHI
1002,Battery Placement for Deep Brain Stimulation (DBS),22000,25300,DELHI
1003,Baclofen pump implantation for spasticity,17330,19930,DELHI
1004,Peripheral Nerve tumor surgery,24000,27600,DELHI
1005,Surgery Intra Cranial Meningioma,20000,23000,DELHI
1006,Surgery for Intracranial Schwannoma,35000,40250,DELHI
1007,Surgery for Gliomas,45000,51750,DELHI
1008,Surgery for Orbital tumors,40000,46000,DELHI
1009,Surgery for Cranial (Skull) tumors,38500,44275,DELHI
1010,Surgery for Scalp Arteriovenous Malformations (AVMs),25000,28750,DELHI
1011,Kyphoplasty,40000,46000,DELHI
1012,Balloon Kyphoplasty,40000,46000,DELHI
1013,"Lesioning procedures for Parkinson’s disease, Dystonia etc.",35000,40250,DELHI
1014,Other Major Surgery-Neuro-surgery,42500,50000,DELHI
1015,Other Minor Surgery-Neuro-surgery,17000,20000,DELHI
1016,Excision of thyroglossal Duct/Cyst,16000,18400,DELHI
1017,"Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach)",17250,19838,DELHI
1018,Tracheo Oesophageal Fistula (Correction Surgery),23000,26450,DELHI
1019,Colon Replacement of Oesophagus,23000,26450,DELHI
1020,Omphalo Mesenteric Cyst Excision,17250,19838,DELHI
1021,Omphalo Mesenteric Duct-    Excision,15525,17854,DELHI
1022,Meckels Diverticulectomy,3347,3849,DELHI
1023,Omphalocele 1st Stage (Hernia Repair),15525,17854,DELHI
1024,Omphalocele 2nd Stge (Hernia Repair),17250,19838,DELHI
1025,Gastroschisis Repair,16100,18515,DELHI
1026,Inguinal Herniotomy,12558,14442,DELHI
1027,Congenital Hydrocele,12000,13800,DELHI
1028,Hydrocele of Cord,12000,13800,DELHI
1029,Torsion Testis Operation,15000,17250,DELHI
1030,Congenital Pyloric Stenosis- operation,13938,16029,DELHI
1031,Duodenal Atresia Operation,14000,16100,DELHI
1032,Pancreatic Ring Operation,22425,25789,DELHI
1033,Meconium Ileus Operation,14500,16675,DELHI
1034,Malrotation of Intestines Operation,13000,14950,DELHI
1035,Rectal Biopsy (Megacolon),9736,11196,DELHI
1036,Colostomy Transverse,15000,17250,DELHI
1037,Colostomy Left Iliac,15000,17250,DELHI
1038,"Abdominal Perineal Pull Through (Hirschsprung's Disease)",19000,21850,DELHI
1039,"Imperforate Anus Low Anomaly -Cut Back Operation",10235,11770,DELHI
1040,Imperforate Anus Low Anomaly - Perineal Anoplasty,12000,13800,DELHI
1041,"Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through",12500,14375,DELHI
1042,Imperforate Anus High Anomaly - Closure of,8625,9919,DELHI
1043,Intussusception Operation,20700,23805,DELHI
1044,"Choledochoduodenostomy for Atresia of Extra Hepatic Billiary Duct",15000,17250,DELHI
1045,Operation of Choledochal Cyst,16000,18400,DELHI
1046,Nephrectomy for -Pyonephrosis,17000,19550,DELHI
1047,Nephrectomy for - Hydronephrosis,15000,17250,DELHI
1048,Nephrectomy for -Wilms Tumour,15000,17250,DELHI
1049,"Paraortic Lymphadenectomy with Nephrectomy for Wilms Tumour",20000,23000,DELHI
1050,Sacro-Coccygeal Teratoma Excision,14000,16100,DELHI
1051,Neuroblastoma Debulking,16000,18400,DELHI
1052,Neuroblastoma Total Excision,20700,23805,DELHI
1053,Rhabdomyosarcoma wide Excision,15000,17250,DELHI
1054,Congenital Atresia & Stenosis of Small Intestine,19000,21850,DELHI
1055,Meconium ileus (Select CGHS rate Code 1033 for approved rate,See code 1033,See code 1033,DELHI
1056,Malrotation & Volvulus of the Midgut,15000,17250,DELHI
1057,Excision of Meckel’s Deverticulum,12000,13800,DELHI
1058,Other Major Surgery-Paediatric Surgery,27000,31050,DELHI
1059,Other Minor Surgery-Paediatric Surgery,11050,13000,DELHI
1060,Primary Suturing of Wound,300,345,DELHI
1061,Injection of Keloids - Ganglion,1099,1264,DELHI
1062,Injection of Keloids - Haemangioma,1150,1323,DELHI
1063,Free Grafts - Wolfe Grafts,1725,1984,DELHI
1064,Free Grafts - Thiersch- Small Area 5%,7475,8596,DELHI
1065,Free Grafts - Large Area 10%,8000,9200,DELHI
1066,Free Grafts - Very Large Area 20% and above.,10350,11903,DELHI
1067,Skin Flaps - Rotation Flaps,8970,10316,DELHI
1068,Skin Flaps - Advancement Flaps,12500,14375,DELHI
1069,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,12500,14375,DELHI
1070,Skin Flaps - Cross Finger,12500,14375,DELHI
1071,Skin Flaps - Abdominal,9350,11000,DELHI
1072,Skin Flaps - Thoracic,9350,11000,DELHI
1073,Skin Flaps - Arm Etc.,11000,12650,DELHI
1074,Subcutaneous Pedicle Flaps Raising,6900,7935,DELHI
1075,Subcutaneous Pedicle Flaps Delay,5950,7000,DELHI
1076,Subcutaneous Pedicle Flaps Transfer,5950,7000,DELHI
1077,Cartilage Grafting,8625,9919,DELHI
1078,Reduction of Facial Fractures of Nose,1380,1587,DELHI
1079,Reduction of Facial Fractures of Maxilla,8000,9200,DELHI
1080,"Reduction of Fractures of Mandible & Maxilla - Eyelet Splinting",7475,8596,DELHI
1081,"Reduction of Fractures of Mandible & Maxilla - Cast Metal Splints",6900,7935,DELHI
1082,"Reduction of Fractures of Mandible & Maxilla - Gunning Splints",7500,8625,DELHI
1083,Internal Wire Fixation of Mandible & Maxilla,11500,13225,DELHI
1084,Cleft Lip - repair.,11500,13225,DELHI
1085,Cleft Palate Repair,12650,14548,DELHI
1086,Primary Bone Grafting for alveolar cleft in Cleft Lip,11500,13225,DELHI
1087,Secondary Surgery for Cleft Lip Deformity,10000,11500,DELHI
1088,Secondary Surgery for Cleft Palate,12650,14548,DELHI
1089,Reconstruction of Eyelid Defects - Minor,6325,7274,DELHI
1090,Reconstruction of Eyelid Defects - Major,8500,9775,DELHI
1091,"Plastic Surgery of Different Regions of the Ear - Minor",8050,9258,DELHI
1092,"Plastic Surgery of Different Regions of the Ear - Major",10350,11903,DELHI
1093,Plastic Surgery of the Nose - Minor,8050,9258,DELHI
1094,Plastic Surgery of the Nose - Major,9500,10925,DELHI
1095,"Plastic Surgery for Facial Paralysis (Support with Reanimation)",16100,18515,DELHI
1096,Pendulous Breast - Mammoplasty,13000,14950,DELHI
1097,Underdeveloped Breast Mammoplasty,12000,13800,DELHI
1098,After Mastectomy (Reconstruction) Mammoplasty,12000,13800,DELHI
1099,Syndactyly Repair,12750,15000,DELHI
1100,Dermabrasion Face,13225,15209,DELHI
1101,upto 30% Burns 1st Dressing,152,175,DELHI
1102,upto 30% Burns Subsequent Dressing,124,143,DELHI
1103,30% to 50% Burns 1st Dressing,193,222,DELHI
1104,30% to 50% Burns Subsequent Dressing,152,175,DELHI
1105,Extensive Burn -above 50% Frist Dressing,276,317,DELHI
1106,Extensive Burn -above 50% Subsequent dressing,193,222,DELHI
1107,Plaster Work,255,300,DELHI
1108,Fingers (post slab),259,298,DELHI
1109,Fingers full plaster,259,298,DELHI
1110,Colles Fracture - Below elbow,978,1125,DELHI
1111,Colles Fracture - Full plaster,994,1143,DELHI
1112,Colles fracture Ant. Or post. slab,400,460,DELHI
1113,Above elbow full plaster,173,199,DELHI
1114,Above Knee post-slab,575,288,DELHI
1115,Below Knee full plaster,173,199,DELHI
1116,Below Knee post-slab,718,826,DELHI
1117,Tube Plaster (or plaster cylinder),800,920,DELHI
1118,Above knee full plaster,1265,1455,DELHI
1119,Above knee full slab,1158,1332,DELHI
1120,Minerva Jacket,2415,2777,DELHI
1121,Plaster Jacket,2185,2513,DELHI
1122,Shoulder spica,1955,2248,DELHI
1123,Single Hip spica,2243,2579,DELHI
1124,Double Hip spica,2760,3174,DELHI
1125,Strapping of Finger,179,206,DELHI
1126,Strapping of Toes,180,207,DELHI
1127,Strapping of Wrist,230,265,DELHI
1128,Strapping of Elbow,262,301,DELHI
1129,Strapping of Knee,345,397,DELHI
1130,Strapping of Ankle,345,397,DELHI
1131,Strapping of Chest,460,529,DELHI
1132,Strapping of Shoulder,518,596,DELHI
1133,Figure of 8 bandage,518,596,DELHI
1134,Collar and cuff sling,255,300,DELHI
1135,Ball bandage,400,460,DELHI
1136,Application of POP Casts for Upper & Lower Limbs,633,728,DELHI
1137,Application of Functional Cast Brace,1350,1553,DELHI
1138,Application of Skin Traction,690,794,DELHI
1139,Application of Skeletal Tractions,949,1091,DELHI
1140,Bandage & Strappings for Fractures,552,635,DELHI
1141,Aspiration & Intra Articular Injections,575,661,DELHI
1142,Application of POP Spices & Jackets,2473,2844,DELHI
1143,Close Reduction of Fractures of Limb & POP,2600,2990,DELHI
1144,Reduction of Compound Fractures,2760,3174,DELHI
1145,"Open Reduction & Internal Fixation (ORIF) of Fingers & Toes",5175,5951,DELHI
1146,Open Reduction of fracture of Long Bones of Upper / Lower Limb -Nailing & External Fixation,8050,9258,DELHI
1147,"Open Reduction of fracture of Long Bones of Upper / Lower Limb -AO Procedures",9660,11109,DELHI
1148,Tension Band Wirings,5658,6507,DELHI
1149,Bone Grafting,6601,7591,DELHI
1150,Excision of Bone Tumours,6900,7935,DELHI
1151,Excision or other Operations for Scaphoid Fractures,7188,8266,DELHI
1152,Sequestrectomy & Saucerisation,6900,7935,DELHI
1153,Sequestrectomy & Saucerizations -Arthrotomy,9971,11467,DELHI
1154,Multiple Pinning Fracture Neck Femur,11500,13225,DELHI
1155,Plate Fixations for Fracture Neck Femur,13500,15525,DELHI
1156,"AO Compression Procedures for Fracture Neck Femur",16560,19044,DELHI
1157,"Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations",19500,22425,DELHI
1158,Close Reduction of Dislocations,3174,3650,DELHI
1159,Open Reduction of Dislocations,3439,3955,DELHI
1160,"Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation",13500,15525,DELHI
1161,Neurolysis/Nerve repair,13800,15870,DELHI
1162,Nerve Repair with Grafting,16675,19176,DELHI
1163,Tendon with Transplant or Graft,10350,11903,DELHI
1164,Tendon Lengthening/Tendon repair,8050,9258,DELHI
1165,Tendon Transfer,3105,3571,DELHI
1166,Laminectomy Excision Disc and Tumours,4830,5555,DELHI
1167,Split Osteotomy and Internal Fixations,24150,27773,DELHI
1168,"Anterolateral decompression for tuberculosis/ Costo-Transversectomy",3450,3968,DELHI
1169,Anterolateral Decompression and Spine Fusion,19350,22253,DELHI
1170,"Corrective Osteotomy & Internal Fixation- short bones",13800,15870,DELHI
1171,"Corrective Osteotomy & Internal Fixation- long bones",11040,12696,DELHI
1172,Arthrodesis of - Minor Joints,10350,11903,DELHI
1173,Arthrodesis of - Major Joints,10000,11500,DELHI
1174,"Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV)",8050,9258,DELHI
1175,Soft Tissue Operations for Polio,6900,7935,DELHI
1176,Hemiarthroplasty- Hip,20000,23000,DELHI
1177,Hemiarthroplasty- Shoulder,20000,23000,DELHI
1178,Operations for Brachial Plexus & Cervical Rib,24150,27773,DELHI
1179,Amputations - Below Knee,6900,7935,DELHI
1180,Amputations - Below Elbow,6843,7869,DELHI
1181,Amputations - Above Knee,8050,9258,DELHI
1182,Amputations - Above Elbow,6843,7869,DELHI
1183,Amputations - Forequarter,13225,15209,DELHI
1184,Amputations -Hind Quarter and Hemipelvectomy,18400,21160,DELHI
1185,Disarticulations - Major joint,20700,23805,DELHI
1186,Disarticulations - Minor joint,12650,14548,DELHI
1187,Arthrography,9200,10580,DELHI
1188,Arthroscopy - Diagnostic,8568,9853,DELHI
1189,Arthroscopy-therapeutic: without implant,10000,11500,DELHI
1190,Arthroscopy-therapeutic: with implant,17250,19838,DELHI
1191,Soft Tissue Operation on Joints -Small,6900,7935,DELHI
1192,Soft Tissue Operation on Joints -Large,13500,15525,DELHI
1193,"Myocutaneous and Fasciocutaneous Flap Procedures for Limbs",18630,21425,DELHI
1194,Removal of Wires & Screw,1760,2024,DELHI
1195,Removal of Plates,4140,4761,DELHI
1196,Total Hip Replacement (THR),79000,90850,DELHI
1197,Total Ankle Joint Replacement (TAR),95400,109710,DELHI
1198,Total Knee Joint Replacement (TKR),110000,126500,DELHI
1199,Total Shoulder Joint Replacement,79000,90850,DELHI
1200,Total Elbow Joint Replacement,79000,90850,DELHI
1201,Total Wrist Joint Replacement,100000,115000,DELHI
1202,Total finger joint replacement,20000,23000,DELHI
1203,Tubular external fixator,4600,5290,DELHI
1204,Ilizarov's external fixator,7763,8927,DELHI
1205,Pelvi-acetabular fracture -Internal fixation,8625,9919,DELHI
1206,Meniscectomy,12000,13800,DELHI
1207,Meniscus Repair,10000,11500,DELHI
1208,Anterior Cruciate Ligament (ACL) Reconstruction,8500,9775,DELHI
1209,Posterior Cruciate Ligament (PCL) Reconstruction,13500,15525,DELHI
1210,Knee Collateral Ligament Reconstruction,12500,14375,DELHI
1211,Bankart Repair Shoulder,13200,15180,DELHI
1212,Rotator cuff repair / RC repair,1500,1725,DELHI
1213,Biceps tenodesis,14000,16100,DELHI
1214,Distal biceps tendon repair,10380,11937,DELHI
1215,Arthrolysis of knee,12500,14375,DELHI
1216,Capsulotomy of Shoulder,15800,18170,DELHI
1217,Conservative Plaster of Paris (POP),1200,1380,DELHI
1218,Application for CTEV per sitting,1200,1380,DELHI
1219,Total Hip Replacement (THR) Revision Stage-I,17000,19550,DELHI
1220,Total Hip Replacement (THR) Revision Stage-II,50000,57500,DELHI
1221,Total Knee Replacement (TKR) Revision Stage-I,35000,40250,DELHI
1222,Total Knee Replacement (TKR) Revision Stage-II,35000,40250,DELHI
1223,"Illizarov/ external fixation for limb lengthening/deformity correction",12500,14375,DELHI
1224,Discectomy/ Micro Discectomy,12500,14375,DELHI
1225,Laminectomy,4646,5343,DELHI
1226,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,16000,18400,DELHI
1227,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,22000,25300,DELHI
1228,"Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level",12000,13800,DELHI
1229,Scoliosis Surgery/ Deformity Correction of Spine,25000,28750,DELHI
1230,Vertebroplasty,12000,13800,DELHI
1231,Spinal Injections,450,518,DELHI
1232,Dynamic Hip Screw (DHS) for Fracture Neck Femur,15000,17250,DELHI
1233,"Proximal Femur Nail (PFN) for IT fracture (Intertrochanteric Fractures)",14000,16100,DELHI
1234,Spinal Osteotomy,1434,1649,DELHI
1235,Illizarov’s / External Fixation for Trauma,13000,14950,DELHI
1236,Soft Tissue Operations for Polio/ Cerebral Palsy,10557,12420,DELHI
1237,Mini Fixator for Hand/Foot,9000,10350,DELHI
1238,Other Major Surgery-Orthopedics,38250,45000,DELHI
1239,Other Minor Surgery-Orthopedics,11883,13980,DELHI
1240,Ultrasonic therapy,78,90,DELHI
1241,Shortwave Diathermy (SWD),78,90,DELHI
1242,"Electrical stimulation (therapeutic)/ Interferential therapy (IFT) /Transcutaneous Electrical Nerve Stimulation (TENS)",78,90,DELHI
1243,Muscle testing and diagnostic,71,82,DELHI
1244,Infrared,78,90,DELHI
1245,Ultraviolet Therapeutic (UV Therapeutic) dose,58,67,DELHI
1246,Intermittent Lumbar Traction,78,90,DELHI
1247,Intermittent Cervical traction,75,86,DELHI
1248,Wax bath,75,86,DELHI
1249,Hot pack,78,90,DELHI
1250,Breathing Exercises & Postural Drainage,50,58,DELHI
1251,Cerebral Palsy – exercise,50,58,DELHI
1252,Post – polio exercise,50,58,DELHI
1253,Cobalt 60 therapy,,,DELHI
1254,Cobalt 60 therapy- Radical therapy,68425,78689,DELHI
1255,Cobalt 60 therapy- Palliative therapy,24438,28104,DELHI
1256,Linear accelerator,,,DELHI
1257,Linear accelerator- Radical therapy,58650,67448,DELHI
1258,Linear accelerator- Palliative therapy,34213,39345,DELHI
1259,3D Planning Radiotherapy,4888,5621,DELHI
1260,2D Planning Radiotherapy,4888,5621,DELHI
1261,IMRT(Intensity Modulated radiotherapy),100878,116010,DELHI
1262,SRT (Stereotactic radiotherapy),60996,70145,DELHI
1263,SRS(Stereotactic radio surgery),80546,92628,DELHI
1264,IGRT(Image guided radiotherapy),147016,169068,DELHI
1265,"Respiratory Gating-alongwith Linear accelerator planning",110000,126500,DELHI
1266,Electron beam with Linear accelerator,67473,79380,DELHI
1267,Tomotherapy,79400,91310,DELHI
1268,Intracavitary (Brachytherapy),11730,13490,DELHI
1269,Interstitial (Brachytherapy),58650,67448,DELHI
1270,Intraluminal (Brachytherapy),9775,11241,DELHI
1271,Surface mould (Brachytherapy),4644,5341,DELHI
1272,Gliadel Wafer (Brachytherapy),93900,107985,DELHI
1273,Neoadjuvant Chemotherapy,863,992,DELHI
1274,Adjuvant Chemotherapy,863,992,DELHI
1275,Concurrent-chemoradiation,920,1058,DELHI
1276,Single drug Chemotherapy,552,635,DELHI
1277,Multiple drugs Chemotherapy,897,1032,DELHI
1278,Targeted therapy-Chemotherapy,920,1058,DELHI
1279,Chemoport facility,920,1058,DELHI
1280,"PICC line (peripherally inserted Central Cannulisation)",920,1058,DELHI
1281,"Upper GI Endoscopy (Gastro endoscopy / Esophagogastroduodenoscopy (EGD) + Lower GI Endoscopy (Colonoscopy/ Sigmoidoscopy)",1725,1984,DELHI
1282,Diagnostic endoscopy,250,288,DELHI
1283,Endoscopic biopsy,345,397,DELHI
1284,Endoscopic mucosal resection,1543,1815,DELHI
1285,Oesophageal stricture dilatation,1725,1984,DELHI
1286,Balloon dilatation of achalasia cardia,2875,3306,DELHI
1287,Gastrointestinal (GIT) Foreign body removal,1725,1984,DELHI
1288,Oesophageal stenting,3000,3450,DELHI
1289,Band ligation of oesophageal varices,2500,2875,DELHI
1290,Sclerotherapy of oesophageal varices,2500,2875,DELHI
1291,Glue injection of varices,2500,2875,DELHI
1292,Argon plasma coagulation,4025,4629,DELHI
1293,Pyloric balloon dilatation,2415,2777,DELHI
1294,Enteranal stenting,3680,4232,DELHI
1295,Duodenal stricture dilation,990,1139,DELHI
1296,Single balloon enteroscopy,4000,4600,DELHI
1297,Double balloon enteroscopy,3500,4025,DELHI
1298,Capsule endoscopy,4950,5693,DELHI
1299,Piles banding,1099,1264,DELHI
1300,Colonic stricture dilatation,2737,3148,DELHI
1301,Hot biopsy forceps procedures,3000,3450,DELHI
1302,Colonic stenting,2737,3148,DELHI
1303,Junction biopsy,2000,2300,DELHI
1304,Conjugal microscopy,4000,4600,DELHI
1305,Endoscopic sphincterotomy,2415,2777,DELHI
1306,Common Bile Duct (CBD) stone extraction,2415,2777,DELHI
1307,Common Bile Duct (CBD) stricture dilatation,6500,7475,DELHI
1308,Biliary stenting (plastic and metallic),4830,5555,DELHI
1309,Mechanical lithotripsy of CBD stones,8000,9200,DELHI
1310,Pancreatic sphincterotomy,6375,7500,DELHI
1311,Pancreatic stricture dilatation,5750,6613,DELHI
1312,Pancreatic stone extraction,10098,11613,DELHI
1313,Mechanical lithotripsy of pancreatic stones,11385,13093,DELHI
1314,Endoscopic cysto gastrostomy,8050,9258,DELHI
1315,Balloon dilatation of papilla,6900,7935,DELHI
1316,Ultrasound guided FNAC (Select CGHS rate Code 1603  for approved rate),See code 1603,See code 1603,DELHI
1317,Ultrasound guided abscess Drainage,720,828,DELHI
1318,Percutaneous Transhepatic Biliary Drainage (PTBD),1150,1323,DELHI
1319,Diagnostic angiography,2000,2300,DELHI
1320,Vascular embolization,15100,17365,DELHI
1321,Transjugular Intrahepatic Portosystemic Shunt (TIPS),5400,6210,DELHI
1322,"Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography",34212,39344,DELHI
1323,Muscular stenting,97750,112413,DELHI
1324,"Balloon-occluded Retrograde Intravenous Obliteration (BRTO)",57500,66125,DELHI
1325,Portal haemodymic studies,1913,2250,DELHI
1326,Manometry and PH metry,1612,1897,DELHI
1327,Oesophageal PH metry,5000,5750,DELHI
1328,Oesophageal manometry,5000,5750,DELHI
1329,Small bowel manometry,6800,8000,DELHI
1330,Anorectal manometry,6800,8000,DELHI
1331,Colonic manometry,7650,9000,DELHI
1332,Biliary manometry,7650,9000,DELHI
1333,Sengstaken Blakemore (SB) tube tamponade,2875,3306,DELHI
1334,Lintas machles tube tempode,2875,3306,DELHI
1335,"Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase",350,403,DELHI
1336,Breath tests (Urea breath test/ H. pylori breath test),300,345,DELHI
1337,Extracorporeal Shortwave Lithotripsy (ESWL) (Select CGHS rate Code 888 for approved rate),See code 888,See code 888,DELHI
1338,Liver biopsy,1380,1587,DELHI
1339,Dental IOPA X-ray,50,58,DELHI
1340,Occlusal X-ray,78,90,DELHI
1341,OPG X-ray,196,225,DELHI
1342,Lung Ventilation & Perfusion Scan (V/Q Scan),3600,4140,DELHI
1343,Lung Perfusion Scan,2000,2300,DELHI
1344,Whole Body Bone Scan with SPECT.,3421,3934,DELHI
1345,Three phase whole body Bone Scan,3421,3934,DELHI
1346,"Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.",9775,11241,DELHI
1347,Radionuclide Cisternography for CSF leak,3740,4400,DELHI
1348,Gastro esophageal Reflux Study (GER Study),1955,2248,DELHI
1349,"Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.",3421,3934,DELHI
1350,Hepatobiliary Scintigraphy.,2444,2811,DELHI
1351,Meckel's Scan,1955,2248,DELHI
1352,"Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals",1870,2200,DELHI
1353,Gastric emptying,1275,1466,DELHI
1354,"Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA)",3421,3934,DELHI
1355,Dynamic Renography.,3421,3934,DELHI
1356,Dynamic Renography with Diuretic.,3421,3934,DELHI
1357,Dynamic Renography with Captopril,1960,2254,DELHI
1358,Testicular Scan with Technetium 99m Pertechnetate,1445,1700,DELHI
1359,Thyroid Uptake measurements with 131-Iodine.,1564,1799,DELHI
1360,Thyroid Scan with Technetium 99m Pertechnetate.,1615,1900,DELHI
1361,Iodine-131 Whole Body Scan,2933,3373,DELHI
1362,Whole Body Scan with MIBG,17595,20234,DELHI
1363,Parathyroid Scan,4888,5621,DELHI
1364,131-Iodine Therapy,1530,1800,DELHI
1365,131-Iodine Therapy <15mCi,3854,4432,DELHI
1366,131-Iodine Therapy 15-50mCi,4956,5699,DELHI
1367,131-Iodine Therapy 51-100mCi,12000,13800,DELHI
1368,131-Iodine Therapy >100mCi,15000,17250,DELHI
